number	fixed	volatile	citric	residual	chlorides	free	total	density	ph	sulphates	alcohol	quality
    1037	7.6	.31	.34	2.5	.082	26	35	.99356	3.22	.59	12.5	7
    1038	7.3	.91	.1	1.8	.074	20	56	.99672	3.35	.56	9.2	5
    1039	8.7	.41	.41	6.2	.078	25	42	.9953	3.24	.77	12.6	7
    1040	8.9	.5	.21	2.2	.088	21	39	.99692	3.33	.83	11.1	6
    1041	7.4	.965	0	2.2	.088	16	32	.99756	3.58	.67	10.2	5
    1042	6.9	.49	.19	1.7	.079	13	26	.99547	3.38	.64	9.8	6
    1043	8.9	.5	.21	2.2	.088	21	39	.99692	3.33	.83	11.1	6
    1044	9.5	.39	.41	8.9	.069	18	39	.99859	3.29	.81	10.9	7
    1045	6.4	.39	.33	3.3	.046	12	53	.99294	3.36	.62	12.2	6
    1046	6.9	.44	0	1.4	.07	32	38	.99438	3.32	.58	11.4	6
    1047	7.6	.78	0	1.7	.076	33	45	.99612	3.31	.62	10.7	6
    1048	7.1	.43	.17	1.8	.082	27	51	.99634	3.49	.64	10.4	5
    1049	9.3	.49	.36	1.7	.081	3	14	.99702	3.27	.78	10.9	6
    1050	9.3	.5	.36	1.8	.084	6	17	.99704	3.27	.77	10.8	6
    1051	7.1	.43	.17	1.8	.082	27	51	.99634	3.49	.64	10.4	5
    1052	8.5	.46	.59	1.4	.414	16	45	.99702	3.03	1.34	9.2	5
    1053	5.6	.605	.05	2.4	.073	19	25	.99258	3.56	.55	12.9	5
    1054	8.3	.33	.42	2.3	.07	9	20	.99426	3.38	.77	12.7	7
    1055	8.2	.64	.27	2	.095	5	77	.99747	3.13	.62	9.1	6
    1056	8.2	.64	.27	2	.095	5	77	.99747	3.13	.62	9.1	6
    1057	8.9	.48	.53	4	.101	3	10	.99586	3.21	.59	12.1	7
    1058	7.6	.42	.25	3.9	.104	28	90	.99784	3.15	.57	9.1	5
    1059	9.9	.53	.57	2.4	.093	30	52	.9971	3.19	.76	11.6	7
    1060	8.9	.48	.53	4	.101	3	10	.99586	3.21	.59	12.1	7
    1061	11.6	.23	.57	1.8	.074	3	8	.9981	3.14	.7	9.9	6
    1062	9.1	.4	.5	1.8	.071	7	16	.99462	3.21	.69	12.5	8
    1063	8	.38	.44	1.9	.098	6	15	.9956	3.3	.64	11.4	6
    1064	10.2	.29	.65	2.4	.075	6	17	.99565	3.22	.63	11.8	6
    1065	8.2	.74	.09	2	.067	5	10	.99418	3.28	.57	11.8	6
    1066	7.7	.61	.18	2.4	.083	6	20	.9963	3.29	.6	10.2	6
    1067	6.6	.52	.08	2.4	.07	13	26	.99358	3.4	.72	12.5	7
    1068	11.1	.31	.53	2.2	.06	3	10	.99572	3.02	.83	10.9	7
    1069	11.1	.31	.53	2.2	.06	3	10	.99572	3.02	.83	10.9	7
    1070	8	.62	.35	2.8	.086	28	52	.997	3.31	.62	10.8	5
    1071	9.3	.33	.45	1.5	.057	19	37	.99498	3.18	.89	11.1	7
    1072	7.5	.77	.2	8.1	.098	30	92	.99892	3.2	.58	9.2	5
    1073	7.2	.35	.26	1.8	.083	33	75	.9968	3.4	.58	9.5	6
    1074	8	.62	.33	2.7	.088	16	37	.9972	3.31	.58	10.7	6
    1075	7.5	.77	.2	8.1	.098	30	92	.99892	3.2	.58	9.2	5
    1076	9.1	.25	.34	2	.071	45	67	.99769	3.44	.86	10.2	7
    1077	9.9	.32	.56	2	.073	3	8	.99534	3.15	.73	11.4	6
    1078	8.6	.37	.65	6.4	.08	3	8	.99817	3.27	.58	11	5
    1079	8.6	.37	.65	6.4	.08	3	8	.99817	3.27	.58	11	5
    1080	7.9	.3	.68	8.3	.05	37.5	278	.99316	3.01	.51	12.3	7
    1081	10.3	.27	.56	1.4	.047	3	8	.99471	3.16	.51	11.8	6
    1082	7.9	.3	.68	8.3	.05	37.5	289	.99316	3.01	.51	12.3	7
    1083	7.2	.38	.3	1.8	.073	31	70	.99685	3.42	.59	9.5	6
    1084	8.7	.42	.45	2.4	.072	32	59	.99617	3.33	.77	12	6
    1085	7.2	.38	.3	1.8	.073	31	70	.99685	3.42	.59	9.5	6
    1086	6.8	.48	.08	1.8	.074	40	64	.99529	3.12	.49	9.6	5
    1087	8.5	.34	.4	4.7	.055	3	9	.99738	3.38	.66	11.6	7
    1088	7.9	.19	.42	1.6	.057	18	30	.994	3.29	.69	11.2	6
    1089	11.6	.41	.54	1.5	.095	22	41	.99735	3.02	.76	9.9	7
    1090	11.6	.41	.54	1.5	.095	22	41	.99735	3.02	.76	9.9	7
    1091	10	.26	.54	1.9	.083	42	74	.99451	2.98	.63	11.8	8
    1092	7.9	.34	.42	2	.086	8	19	.99546	3.35	.6	11.4	6
    1093	7	.54	.09	2	.081	10	16	.99479	3.43	.59	11.5	6
    1094	9.2	.31	.36	2.2	.079	11	31	.99615	3.33	.86	12	7
    1095	6.6	.725	.09	5.5	.117	9	17	.99655	3.35	.49	10.8	6
    1096	9.4	.4	.47	2.5	.087	6	20	.99772	3.15	.5	10.5	5
    1097	6.6	.725	.09	5.5	.117	9	17	.99655	3.35	.49	10.8	6
    1098	8.6	.52	.38	1.5	.096	5	18	.99666	3.2	.52	9.4	5
    1099	8	.31	.45	2.1	.216	5	16	.99358	3.15	.81	12.5	7
    1100	8.6	.52	.38	1.5	.096	5	18	.99666	3.2	.52	9.4	5
    1101	8.4	.34	.42	2.1	.072	23	36	.99392	3.11	.78	12.4	6
    1102	7.4	.49	.27	2.1	.071	14	25	.99388	3.35	.63	12	6
    1103	6.1	.48	.09	1.7	.078	18	30	.99402	3.45	.54	11.2	6
    1104	7.4	.49	.27	2.1	.071	14	25	.99388	3.35	.63	12	6
    1105	8	.48	.34	2.2	.073	16	25	.9936	3.28	.66	12.4	6
    1106	6.3	.57	.28	2.1	.048	13	49	.99374	3.41	.6	12.8	5
    1107	8.2	.23	.42	1.9	.069	9	17	.99376	3.21	.54	12.3	6
    1108	9.1	.3	.41	2	.068	10	24	.99523	3.27	.85	11.7	7
    1109	8.1	.78	.1	3.3	.09	4	13	.99855	3.36	.49	9.5	5
    1110	10.8	.47	.43	2.1	.171	27	66	.9982	3.17	.76	10.8	6
    1111	8.3	.53	0	1.4	.07	6	14	.99593	3.25	.64	10	6
    1112	5.4	.42	.27	2	.092	23	55	.99471	3.78	.64	12.3	7
    1113	7.9	.33	.41	1.5	.056	6	35	.99396	3.29	.71	11	6
    1114	8.9	.24	.39	1.6	.074	3	10	.99698	3.12	.59	9.5	6
    1115	5	.4	.5	4.3	.046	29	80	.9902	3.49	.66	13.6	6
    1116	7	.69	.07	2.5	.091	15	21	.99572	3.38	.6	11.3	6
    1117	7	.69	.07	2.5	.091	15	21	.99572	3.38	.6	11.3	6
    1118	7	.69	.07	2.5	.091	15	21	.99572	3.38	.6	11.3	6
    1119	7.1	.39	.12	2.1	.065	14	24	.99252	3.3	.53	13.3	6
    1120	5.6	.66	0	2.5	.066	7	15	.99256	3.52	.58	12.9	5
    1121	7.9	.54	.34	2.5	.076	8	17	.99235	3.2	.72	13.1	8
    1122	6.6	.5	0	1.8	.062	21	28	.99352	3.44	.55	12.3	6
    1123	6.3	.47	0	1.4	.055	27	33	.9922	3.45	.48	12.3	6
    1124	10.7	.4	.37	1.9	.081	17	29	.99674	3.12	.65	11.2	6
    1125	6.5	.58	0	2.2	.096	3	13	.99557	3.62	.62	11.5	4
    1126	8.8	.24	.35	1.7	.055	13	27	.99394	3.14	.59	11.3	7
    1127	5.8	.29	.26	1.7	.063	3	11	.9915	3.39	.54	13.5	6
    1128	6.3	.76	0	2.9	.072	26	52	.99379	3.51	.6	11.5	6
    1129	10	.43	.33	2.7	.095	28	89	.9984	3.22	.68	10	5
    1130	10.5	.43	.35	3.3	.092	24	70	.99798	3.21	.69	10.5	6
    1131	9.1	.6	0	1.9	.058	5	10	.9977	3.18	.63	10.4	6
    1132	5.9	.19	.21	1.7	.045	57	135	.99341	3.32	.44	9.5	5
    1133	7.4	.36	.34	1.8	.075	18	38	.9933	3.38	.88	13.6	7
    1134	7.2	.48	.07	5.5	.089	10	18	.99684	3.37	.68	11.2	7
    1135	8.5	.28	.35	1.7	.061	6	15	.99524	3.3	.74	11.8	7
    1136	8	.25	.43	1.7	.067	22	50	.9946	3.38	.6	11.9	6
    1137	10.4	.52	.45	2	.08	6	13	.99774	3.22	.76	11.4	6
    1138	10.4	.52	.45	2	.08	6	13	.99774	3.22	.76	11.4	6
    1139	7.5	.41	.15	3.7	.104	29	94	.99786	3.14	.58	9.1	5
    1140	8.2	.51	.24	2	.079	16	86	.99764	3.34	.64	9.5	6
    1141	7.3	.4	.3	1.7	.08	33	79	.9969	3.41	.65	9.5	6
    1142	8.2	.38	.32	2.5	.08	24	71	.99624	3.27	.85	11	6
    1143	6.9	.45	.11	2.4	.043	6	12	.99354	3.3	.65	11.4	6
    1144	7	.22	.3	1.8	.065	16	20	.99672	3.61	.82	10	6
    1145	7.3	.32	.23	2.3	.066	35	70	.99588	3.43	.62	10.1	5
    1146	8.2	.2	.43	2.5	.076	31	51	.99672	3.53	.81	10.4	6
    1147	7.8	.5	.12	1.8	.178	6	21	.996	3.28	.87	9.8	6
    1148	10	.41	.45	6.2	.071	6	14	.99702	3.21	.49	11.8	7
    1149	7.8	.39	.42	2	.086	9	21	.99526	3.39	.66	11.6	6
    1150	10	.35	.47	2	.061	6	11	.99585	3.23	.52	12	6
    1151	8.2	.33	.32	2.8	.067	4	12	.99473	3.3	.76	12.8	7
    1152	6.1	.58	.23	2.5	.044	16	70	.99352	3.46	.65	12.5	6
    1153	8.3	.6	.25	2.2	.118	9	38	.99616	3.15	.53	9.8	5
    1154	9.6	.42	.35	2.1	.083	17	38	.99622	3.23	.66	11.1	6
    1155	6.6	.58	0	2.2	.1	50	63	.99544	3.59	.68	11.4	6
    1156	8.3	.6	.25	2.2	.118	9	38	.99616	3.15	.53	9.8	5
    1157	8.5	.18	.51	1.75	.071	45	88	.99524	3.33	.76	11.8	7
    1158	5.1	.51	.18	2.1	.042	16	101	.9924	3.46	.87	12.9	7
    1159	6.7	.41	.43	2.8	.076	22	54	.99572	3.42	1.16	10.6	6
    1160	10.2	.41	.43	2.2	.11	11	37	.99728	3.16	.67	10.8	5
    1161	10.6	.36	.57	2.3	.087	6	20	.99676	3.14	.72	11.1	7
    1162	8.8	.45	.43	1.4	.076	12	21	.99551	3.21	.75	10.2	6
    1163	8.5	.32	.42	2.3	.075	12	19	.99434	3.14	.71	11.8	7
    1164	9	.785	.24	1.7	.078	10	21	.99692	3.29	.67	10	5
    1165	9	.785	.24	1.7	.078	10	21	.99692	3.29	.67	10	5
    1166	8.5	.44	.5	1.9	.369	15	38	.99634	3.01	1.1	9.4	5
    1167	9.9	.54	.26	2	.111	7	60	.99709	2.94	.98	10.2	5
    1168	8.2	.33	.39	2.5	.074	29	48	.99528	3.32	.88	12.4	7
    1169	6.5	.34	.27	2.8	.067	8	44	.99384	3.21	.56	12	6
    1170	7.6	.5	.29	2.3	.086	5	14	.99502	3.32	.62	11.5	6
    1171	9.2	.36	.34	1.6	.062	5	12	.99667	3.2	.67	10.5	6
    1172	7.1	.59	0	2.2	.078	26	44	.99522	3.42	.68	10.8	6
    1173	9.7	.42	.46	2.1	.074	5	16	.99649	3.27	.74	12.3	6
    1174	7.6	.36	.31	1.7	.079	26	65	.99716	3.46	.62	9.5	6
    1175	7.6	.36	.31	1.7	.079	26	65	.99716	3.46	.62	9.5	6
    1176	6.5	.61	0	2.2	.095	48	59	.99541	3.61	.7	11.5	6
    1177	6.5	.88	.03	5.6	.079	23	47	.99572	3.58	.5	11.2	4
    1178	7.1	.66	0	2.4	.052	6	11	.99318	3.35	.66	12.7	7
    1179	5.6	.915	0	2.1	.041	17	78	.99346	3.68	.73	11.4	5
    1180	8.2	.35	.33	2.4	.076	11	47	.99599	3.27	.81	11	6
    1181	8.2	.35	.33	2.4	.076	11	47	.99599	3.27	.81	11	6
    1182	9.8	.39	.43	1.65	.068	5	11	.99478	3.19	.46	11.4	5
    1183	10.2	.4	.4	2.5	.068	41	54	.99754	3.38	.86	10.5	6
    1184	6.8	.66	.07	1.6	.07	16	61	.99572	3.29	.6	9.3	5
    1185	6.7	.64	.23	2.1	.08	11	119	.99538	3.36	.7	10.9	5
    1186	7	.43	.3	2	.085	6	39	.99346	3.33	.46	11.9	6
    1187	6.6	.8	.03	7.8	.079	6	12	.9963	3.52	.5	12.2	5
    1188	7	.43	.3	2	.085	6	39	.99346	3.33	.46	11.9	6
    1189	6.7	.64	.23	2.1	.08	11	119	.99538	3.36	.7	10.9	5
    1190	8.8	.955	.05	1.8	.075	5	19	.99616	3.3	.44	9.6	4
    1191	9.1	.4	.57	4.6	.08	6	20	.99652	3.28	.57	12.5	6
    1192	6.5	.885	0	2.3	.166	6	12	.99551	3.56	.51	10.8	5
    1193	7.2	.25	.37	2.5	.063	11	41	.99439	3.52	.8	12.4	7
    1194	6.4	.885	0	2.3	.166	6	12	.99551	3.56	.51	10.8	5
    1195	7	.745	.12	1.8	.114	15	64	.99588	3.22	.59	9.5	6
    1196	6.2	.43	.22	1.8	.078	21	56	.99633	3.52	.6	9.5	6
    1197	7.9	.58	.23	2.3	.076	23	94	.99686	3.21	.58	9.5	6
    1198	7.7	.57	.21	1.5	.069	4	9	.99458	3.16	.54	9.8	6
    1199	7.7	.26	.26	2	.052	19	77	.9951	3.15	.79	10.9	6
    1200	7.9	.58	.23	2.3	.076	23	94	.99686	3.21	.58	9.5	6
    1201	7.7	.57	.21	1.5	.069	4	9	.99458	3.16	.54	9.8	6
    1202	7.9	.34	.36	1.9	.065	5	10	.99419	3.27	.54	11.2	7
    1203	8.6	.42	.39	1.8	.068	6	12	.99516	3.35	.69	11.7	8
    1204	9.9	.74	.19	5.8	.111	33	76	.99878	3.14	.55	9.4	5
    1205	7.2	.36	.46	2.1	.074	24	44	.99534	3.4	.85	11	7
    1206	7.2	.36	.46	2.1	.074	24	44	.99534	3.4	.85	11	7
    1207	7.2	.36	.46	2.1	.074	24	44	.99534	3.4	.85	11	7
    1208	9.9	.72	.55	1.7	.136	24	52	.99752	3.35	.94	10	5
    1209	7.2	.36	.46	2.1	.074	24	44	.99534	3.4	.85	11	7
    1210	6.2	.39	.43	2	.071	14	24	.99428	3.45	.87	11.2	7
    1211	6.8	.65	.02	2.1	.078	8	15	.99498	3.35	.62	10.4	6
    1212	6.6	.44	.15	2.1	.076	22	53	.9957	3.32	.62	9.3	5
    1213	6.8	.65	.02	2.1	.078	8	15	.99498	3.35	.62	10.4	6
    1214	9.6	.38	.42	1.9	.071	5	13	.99659	3.15	.75	10.5	6
    1215	10.2	.33	.46	1.9	.081	6	9	.99628	3.1	.48	10.4	6
    1216	8.8	.27	.46	2.1	.095	20	29	.99488	3.26	.56	11.3	6
    1217	7.9	.57	.31	2	.079	10	79	.99677	3.29	.69	9.5	6
    1218	8.2	.34	.37	1.9	.057	43	74	.99408	3.23	.81	12	6
    1219	8.2	.4	.31	1.9	.082	8	24	.996	3.24	.69	10.6	6
    1220	9	.39	.4	1.3	.044	25	50	.99478	3.2	.83	10.9	6
    1221	10.9	.32	.52	1.8	.132	17	44	.99734	3.28	.77	11.5	6
    1222	10.9	.32	.52	1.8	.132	17	44	.99734	3.28	.77	11.5	6
    1223	8.1	.53	.22	2.2	.078	33	89	.99678	3.26	.46	9.6	6
    1224	10.5	.36	.47	2.2	.074	9	23	.99638	3.23	.76	12	6
    1225	12.6	.39	.49	2.5	.08	8	20	.9992	3.07	.82	10.3	6
    1226	9.2	.46	.23	2.6	.091	18	77	.99922	3.15	.51	9.4	5
    1227	7.5	.58	.03	4.1	.08	27	46	.99592	3.02	.47	9.2	5
    1228	9	.58	.25	2	.104	8	21	.99769	3.27	.72	9.6	5
    1229	5.1	.42	0	1.8	.044	18	88	.99157	3.68	.73	13.6	7
    1230	7.6	.43	.29	2.1	.075	19	66	.99718	3.4	.64	9.5	5
    1231	7.7	.18	.34	2.7	.066	15	58	.9947	3.37	.78	11.8	6
    1232	7.8	.815	.01	2.6	.074	48	90	.99621	3.38	.62	10.8	5
    1233	7.6	.43	.29	2.1	.075	19	66	.99718	3.4	.64	9.5	5
    1234	10.2	.23	.37	2.2	.057	14	36	.99614	3.23	.49	9.3	4
    1235	7.1	.75	.01	2.2	.059	11	18	.99242	3.39	.4	12.8	6
    1236	6	.33	.32	12.9	.054	6	113	.99572	3.3	.56	11.5	4
    1237	7.8	.55	0	1.7	.07	7	17	.99659	3.26	.64	9.4	6
    1238	7.1	.75	.01	2.2	.059	11	18	.99242	3.39	.4	12.8	6
    1239	8.1	.73	0	2.5	.081	12	24	.99798	3.38	.46	9.6	4
    1240	6.5	.67	0	4.3	.057	11	20	.99488	3.45	.56	11.8	4
    1241	7.5	.61	.2	1.7	.076	36	60	.99494	3.1	.4	9.3	5
    1242	9.8	.37	.39	2.5	.079	28	65	.99729	3.16	.59	9.8	5
    1243	9	.4	.41	2	.058	15	40	.99414	3.22	.6	12.2	6
    1244	8.3	.56	.22	2.4	.082	10	86	.9983	3.37	.62	9.5	5
    1245	5.9	.29	.25	13.4	.067	72	160	.99721	3.33	.54	10.3	6
    1246	7.4	.55	.19	1.8	.082	15	34	.99655	3.49	.68	10.5	5
    1247	7.4	.74	.07	1.7	.086	15	48	.99502	3.12	.48	10	5
    1248	7.4	.55	.19	1.8	.082	15	34	.99655	3.49	.68	10.5	5
    1249	6.9	.41	.33	2.2	.081	22	36	.9949	3.41	.75	11.1	6
    1250	7.1	.6	.01	2.3	.079	24	37	.99514	3.4	.61	10.9	6
    1251	7.1	.6	.01	2.3	.079	24	37	.99514	3.4	.61	10.9	6
    1252	7.5	.58	.14	2.2	.077	27	60	.9963	3.28	.59	9.8	5
    1253	7.1	.72	0	1.8	.123	6	14	.99627	3.45	.58	9.8	5
    1254	7.9	.66	0	1.4	.096	6	13	.99569	3.43	.58	9.5	5
    1255	7.8	.7	.06	1.9	.079	20	35	.99628	3.4	.69	10.9	5
    1256	6.1	.64	.02	2.4	.069	26	46	.99358	3.47	.45	11	5
    1257	7.5	.59	.22	1.8	.082	43	60	.99499	3.1	.42	9.2	5
    1258	7	.58	.28	4.8	.085	12	69	.99633	3.32	.7	11	6
    1259	6.8	.64	0	2.7	.123	15	33	.99538	3.44	.63	11.3	6
    1260	6.8	.64	0	2.7	.123	15	33	.99538	3.44	.63	11.3	6
    1261	8.6	.635	.68	1.8	.403	19	56	.99632	3.02	1.15	9.3	5
    1262	6.3	1.02	0	2	.083	17	24	.99437	3.59	.55	11.2	4
    1263	9.8	.45	.38	2.5	.081	34	66	.99726	3.15	.58	9.8	5
    1264	8.2	.78	0	2.2	.089	13	26	.9978	3.37	.46	9.6	4
    1265	8.5	.37	.32	1.8	.066	26	51	.99456	3.38	.72	11.8	6
    1266	7.2	.57	.05	2.3	.081	16	36	.99564	3.38	.6	10.3	6
    1267	7.2	.57	.05	2.3	.081	16	36	.99564	3.38	.6	10.3	6
    1268	10.4	.43	.5	2.3	.068	13	19	.996	3.1	.87	11.4	6
    1269	6.9	.41	.31	2	.079	21	51	.99668	3.47	.55	9.5	6
    1270	5.5	.49	.03	1.8	.044	28	87	.9908	3.5	.82	14	8
    1271	5	.38	.01	1.6	.048	26	60	.99084	3.7	.75	14	6
    1272	7.3	.44	.2	1.6	.049	24	64	.9935	3.38	.57	11.7	6
    1273	5.9	.46	0	1.9	.077	25	44	.99385	3.5	.53	11.2	5
    1274	7.5	.58	.2	2	.073	34	44	.99494	3.1	.43	9.3	5
    1275	7.8	.58	.13	2.1	.102	17	36	.9944	3.24	.53	11.2	6
    1276	8	.715	.22	2.3	.075	13	81	.99688	3.24	.54	9.5	6
    1277	8.5	.4	.4	6.3	.05	3	10	.99566	3.28	.56	12	4
    1278	7	.69	0	1.9	.114	3	10	.99636	3.35	.6	9.7	6
    1279	8	.715	.22	2.3	.075	13	81	.99688	3.24	.54	9.5	6
    1280	9.8	.3	.39	1.7	.062	3	9	.9948	3.14	.57	11.5	7
    1281	7.1	.46	.2	1.9	.077	28	54	.9956	3.37	.64	10.4	6
    1282	7.1	.46	.2	1.9	.077	28	54	.9956	3.37	.64	10.4	6
    1283	7.9	.765	0	2	.084	9	22	.99619	3.33	.68	10.9	6
    1284	8.7	.63	.28	2.7	.096	17	69	.99734	3.26	.63	10.2	6
    1285	7	.42	.19	2.3	.071	18	36	.99476	3.39	.56	10.9	5
    1286	11.3	.37	.5	1.8	.09	20	47	.99734	3.15	.57	10.5	5
    1287	7.1	.16	.44	2.5	.068	17	31	.99328	3.35	.54	12.4	6
    1288	8	.6	.08	2.6	.056	3	7	.99286	3.22	.37	13	5
    1289	7	.6	.3	4.5	.068	20	110	.99914	3.3	1.17	10.2	5
    1290	7	.6	.3	4.5	.068	20	110	.99914	3.3	1.17	10.2	5
    1291	7.6	.74	0	1.9	.1	6	12	.99521	3.36	.59	11	5
    1292	8.2	.635	.1	2.1	.073	25	60	.99638	3.29	.75	10.9	6
    1293	5.9	.395	.13	2.4	.056	14	28	.99362	3.62	.67	12.4	6
    1294	7.5	.755	0	1.9	.084	6	12	.99672	3.34	.49	9.7	4
    1295	8.2	.635	.1	2.1	.073	25	60	.99638	3.29	.75	10.9	6
    1296	6.6	.63	0	4.3	.093	51	77.5	.99558	3.2	.45	9.5	5
    1297	6.6	.63	0	4.3	.093	51	77.5	.99558	3.2	.45	9.5	5
    1298	7.2	.53	.14	2.1	.064	15	29	.99323	3.35	.61	12.1	6
    1299	5.7	.6	0	1.4	.063	11	18	.99191	3.45	.56	12.2	6
    1300	7.6	1.58	0	2.1	.137	5	9	.99476	3.5	.4	10.9	3
    1301	5.2	.645	0	2.15	.08	15	28	.99444	3.78	.61	12.5	6
    1302	6.7	.86	.07	2	.1	20	57	.99598	3.6	.74	11.7	6
    1303	9.1	.37	.32	2.1	.064	4	15	.99576	3.3	.8	11.2	6
    1304	8	.28	.44	1.8	.081	28	68	.99501	3.36	.66	11.2	5
    1305	7.6	.79	.21	2.3	.087	21	68	.9955	3.12	.44	9.2	5
    1306	7.5	.61	.26	1.9	.073	24	88	.99612	3.3	.53	9.8	5
    1307	9.7	.69	.32	2.5	.088	22	91	.9979	3.29	.62	10.1	5
    1308	6.8	.68	.09	3.9	.068	15	29	.99524	3.41	.52	11.1	4
    1309	9.7	.69	.32	2.5	.088	22	91	.9979	3.29	.62	10.1	5
    1310	7	.62	.1	1.4	.071	27	63	.996	3.28	.61	9.2	5
    1311	7.5	.61	.26	1.9	.073	24	88	.99612	3.3	.53	9.8	5
    1312	6.5	.51	.15	3	.064	12	27	.9929	3.33	.59	12.8	6
    1313	8	1.18	.21	1.9	.083	14	41	.99532	3.34	.47	10.5	5
    1314	7	.36	.21	2.3	.086	20	65	.99558	3.4	.54	10.1	6
    1315	7	.36	.21	2.4	.086	24	69	.99556	3.4	.53	10.1	6
    1316	7.5	.63	.27	2	.083	17	91	.99616	3.26	.58	9.8	6
    1317	5.4	.74	0	1.2	.041	16	46	.99258	4.01	.59	12.5	6
    1318	9.9	.44	.46	2.2	.091	10	41	.99638	3.18	.69	11.9	6
    1319	7.5	.63	.27	2	.083	17	91	.99616	3.26	.58	9.8	6
    1320	9.1	.76	.68	1.7	.414	18	64	.99652	2.9	1.33	9.1	6
    1321	9.7	.66	.34	2.6	.094	12	88	.99796	3.26	.66	10.1	5
    1322	5	.74	0	1.2	.041	16	46	.99258	4.01	.59	12.5	6
    1323	9.1	.34	.42	1.8	.058	9	18	.99392	3.18	.55	11.4	5
    1324	9.1	.36	.39	1.8	.06	21	55	.99495	3.18	.82	11	7
    1325	6.7	.46	.24	1.7	.077	18	34	.9948	3.39	.6	10.6	6
    1326	6.7	.46	.24	1.7	.077	18	34	.9948	3.39	.6	10.6	6
    1327	6.7	.46	.24	1.7	.077	18	34	.9948	3.39	.6	10.6	6
    1328	6.7	.46	.24	1.7	.077	18	34	.9948	3.39	.6	10.6	6
    1329	6.5	.52	.11	1.8	.073	13	38	.9955	3.34	.52	9.3	5
    1330	7.4	.6	.26	2.1	.083	17	91	.99616	3.29	.56	9.8	6
    1331	7.4	.6	.26	2.1	.083	17	91	.99616	3.29	.56	9.8	6
    1332	7.8	.87	.26	3.8	.107	31	67	.99668	3.26	.46	9.2	5
    1333	8.4	.39	.1	1.7	.075	6	25	.99581	3.09	.43	9.7	6
    1334	9.1	.775	.22	2.2	.079	12	48	.9976	3.18	.51	9.6	5
    1335	7.2	.835	0	2	.166	4	11	.99608	3.39	.52	10	5
    1336	6.6	.58	.02	2.4	.069	19	40	.99387	3.38	.66	12.6	6
    1337	6	.5	0	1.4	.057	15	26	.99448	3.36	.45	9.5	5
    1338	6	.5	0	1.4	.057	15	26	.99448	3.36	.45	9.5	5
    1339	6	.5	0	1.4	.057	15	26	.99448	3.36	.45	9.5	5
    1340	7.5	.51	.02	1.7	.084	13	31	.99538	3.36	.54	10.5	6
    1341	7.5	.51	.02	1.7	.084	13	31	.99538	3.36	.54	10.5	6
    1342	7.5	.51	.02	1.7	.084	13	31	.99538	3.36	.54	10.5	6
    1343	7.6	.54	.02	1.7	.085	17	31	.99589	3.37	.51	10.4	6
    1344	7.5	.51	.02	1.7	.084	13	31	.99538	3.36	.54	10.5	6
    1345	11.5	.42	.48	2.6	.077	8	20	.99852	3.09	.53	11	5
    1346	8.2	.44	.24	2.3	.063	10	28	.99613	3.25	.53	10.2	6
    1347	6.1	.59	.01	2.1	.056	5	13	.99472	3.52	.56	11.4	5
    1348	7.2	.655	.03	1.8	.078	7	12	.99587	3.34	.39	9.5	5
    1349	7.2	.655	.03	1.8	.078	7	12	.99587	3.34	.39	9.5	5
    1350	6.9	.57	0	2.8	.081	21	41	.99518	3.41	.52	10.8	5
    1351	9	.6	.29	2	.069	32	73	.99654	3.34	.57	10	5
    1352	7.2	.62	.01	2.3	.065	8	46	.99332	3.32	.51	11.8	6
    1353	7.6	.645	.03	1.9	.086	14	57	.9969	3.37	.46	10.3	5
    1354	7.6	.645	.03	1.9	.086	14	57	.9969	3.37	.46	10.3	5
    1355	7.2	.58	.03	2.3	.077	7	28	.99568	3.35	.52	10	5
    1356	6.1	.32	.25	1.8	.086	5	32	.99464	3.36	.44	10.1	5
    1357	6.1	.34	.25	1.8	.084	4	28	.99464	3.36	.44	10.1	5
    1358	7.3	.43	.24	2.5	.078	27	67	.99648	3.6	.59	11.1	6
    1359	7.4	.64	.17	5.4	.168	52	98	.99736	3.28	.5	9.5	5
    1360	11.6	.475	.4	1.4	.091	6	28	.99704	3.07	.65	10.0333333333333	6
    1361	9.2	.54	.31	2.3	.112	11	38	.99699	3.24	.56	10.9	5
    1362	8.3	.85	.14	2.5	.093	13	54	.99724	3.36	.54	10.1	5
    1363	11.6	.475	.4	1.4	.091	6	28	.99704	3.07	.65	10.0333333333333	6
    1364	8	.83	.27	2	.08	11	63	.99652	3.29	.48	9.8	4
    1365	7.2	.605	.02	1.9	.096	10	31	.995	3.46	.53	11.8	6
    1366	7.8	.5	.09	2.2	.115	10	42	.9971	3.18	.62	9.5	5
    1367	7.3	.74	.08	1.7	.094	10	45	.99576	3.24	.5	9.8	5
    1368	6.9	.54	.3	2.2	.088	9	105	.99725	3.25	1.18	10.5	6
    1369	8	.77	.32	2.1	.079	16	74	.99656	3.27	.5	9.8	6
    1370	6.6	.61	0	1.6	.069	4	8	.99396	3.33	.37	10.4	4
    1371	8.7	.78	.51	1.7	.415	12	66	.99623	3	1.17	9.2	5
    1372	7.5	.58	.56	3.1	.153	5	14	.99476	3.21	1.03	11.6	6
    1373	8.7	.78	.51	1.7	.415	12	66	.99623	3	1.17	9.2	5
    1374	7.7	.75	.27	3.8	.11	34	89	.99664	3.24	.45	9.3	5
