cardid,value,pmethod,sex,homeown,income,age,fruitveg,freshmeat,dairy,cannedveg,cannedmeat,frozenmeal,beer,wine,softdrink,fish,confectionery
94004,43.8679,CARD,M,NO,28000,37,0,0,0,0,1,1,1,0,0,0,0
91074,46.5642,CARD,F,NO,11600,19,0,0,0,1,0,1,0,0,0,0,0
78302,32.6841,CARD,M,YES,20500,33,1,0,0,1,0,0,0,0,0,0,0
65006,10.546,CASH,F,NO,12600,24,1,0,0,0,0,0,0,0,1,1,0
27496,16.3272,CARD,F,NO,25700,48,0,0,0,0,0,1,1,0,0,0,1
27306,17.3906,CHEQUE,F,NO,10600,42,1,0,0,1,0,1,1,0,1,0,1
108855,32.8419,CARD,F,YES,22800,30,0,0,0,0,1,0,0,1,1,1,1
30423,44.942,CHEQUE,F,YES,12200,45,0,0,0,0,0,0,0,0,1,0,1
14015,31.8657,CASH,M,NO,17200,38,0,0,0,1,0,0,0,0,0,0,1
19211,35.9545,CARD,M,NO,12700,28,0,0,0,1,0,1,1,0,0,0,1
18917,47.9346,CARD,M,NO,12100,47,0,1,1,1,0,1,1,0,0,0,1
68104,12.329,CHEQUE,F,NO,20800,45,0,0,0,1,0,1,1,0,0,1,0
109425,23.2353,CARD,F,YES,20300,20,0,0,0,0,1,0,0,1,0,0,0
55550,31.475,CASH,M,NO,21500,28,1,0,0,0,0,1,0,1,0,0,0
14514,31.6016,CARD,F,YES,11000,45,0,0,0,0,1,0,0,0,1,0,0
103087,38.578,CASH,M,YES,15500,35,0,1,0,1,0,1,1,1,0,0,0
56885,33.5694,CHEQUE,M,NO,15500,27,0,1,0,1,1,1,1,0,1,0,1
41866,20.4519,CASH,F,NO,16100,34,0,0,0,0,0,0,0,0,0,0,0
69372,11.5395,CARD,F,YES,10700,35,0,1,0,0,0,0,0,0,0,0,1
105429,15.294,CASH,M,NO,23300,43,1,1,0,0,0,1,0,0,0,0,0
15317,43.8941,CARD,M,YES,23700,40,0,0,1,0,0,0,0,0,0,0,0
68156,18.1151,CHEQUE,F,NO,26300,40,0,0,0,0,0,0,1,0,1,0,0
104971,35.7501,CHEQUE,F,YES,24900,24,0,0,0,0,0,0,0,1,1,0,1
78626,33.0971,CASH,M,NO,23700,47,0,1,0,0,0,1,0,0,0,0,0
60153,47.156,CARD,M,YES,27400,31,0,1,0,0,1,0,1,1,0,0,0
80728,21.2648,CASH,F,YES,11700,28,0,1,0,1,1,1,0,0,0,0,1
100553,24.1456,CARD,M,NO,21500,34,1,0,0,1,0,0,0,1,1,0,0
43962,11.6764,CHEQUE,M,NO,22600,49,0,0,0,0,0,0,0,0,0,1,0
78357,28.8482,CARD,F,NO,28600,40,0,0,1,0,0,1,0,0,0,0,0
82796,18.5934,CARD,F,YES,17800,17,0,0,0,0,1,0,0,0,0,0,0
40459,37.9935,CARD,F,NO,23700,47,0,0,1,0,0,0,0,1,0,0,1
106499,26.9588,CASH,M,YES,10700,31,0,0,0,1,0,1,1,0,0,0,0
109224,20.0952,CHEQUE,M,NO,27500,18,1,0,0,0,0,0,1,0,0,1,0
32182,13.3271,CASH,F,YES,24300,29,0,0,0,0,0,0,1,0,0,0,0
100393,28.7753,CASH,M,NO,27200,22,1,0,0,1,0,0,0,0,0,1,1
26061,47.0537,CASH,M,NO,11000,22,1,1,0,1,1,1,1,0,0,1,0
47330,20.9348,CASH,F,YES,18800,21,1,0,0,0,0,1,0,1,0,0,1
94864,43.4745,CHEQUE,F,NO,14200,47,0,0,0,0,0,0,0,1,0,0,0
28959,21.5852,CASH,M,NO,23600,38,0,0,0,0,0,1,0,0,0,0,0
54462,38.8386,CASH,M,NO,15900,31,0,0,1,1,0,1,1,1,0,0,0
63880,16.7477,CASH,F,NO,20800,23,1,0,0,0,1,0,0,0,0,1,0
104630,49.6887,CARD,F,YES,23800,19,1,0,0,0,0,0,0,1,0,0,1
11565,44.9745,CASH,F,NO,16400,19,0,1,1,1,0,0,0,1,0,1,0
93527,33.361,CASH,M,YES,29700,38,0,0,0,0,0,0,1,1,0,0,0
88812,28.8761,CARD,F,NO,10500,34,0,0,0,0,0,0,1,0,0,0,0
61107,30.314,CARD,F,YES,21100,30,1,0,1,0,0,0,0,0,0,0,0
104722,33.6677,CARD,M,YES,16700,38,0,0,0,1,0,1,1,0,0,0,0
10915,12.4624,CARD,F,NO,13500,22,1,0,1,0,1,1,0,0,0,1,0
33056,14.4013,CHEQUE,M,NO,23500,27,0,0,0,0,0,0,0,0,0,0,0
78967,36.166,CHEQUE,M,YES,14500,25,0,0,0,1,0,1,1,0,0,0,0
81825,25.0713,CARD,F,NO,12300,21,1,0,1,0,0,0,0,0,0,1,0
51846,37.0748,CARD,F,NO,14000,21,1,0,0,0,0,0,0,0,0,1,0
58288,14.481,CARD,M,NO,16000,24,0,0,0,0,0,0,0,0,0,0,0
30459,32.6755,CHEQUE,F,NO,20500,29,0,0,0,1,0,0,0,1,0,1,1
70018,42.7998,CHEQUE,F,YES,25800,39,1,0,1,0,0,1,1,1,0,1,1
62789,15.1609,CASH,M,NO,14000,25,1,0,0,1,0,1,1,0,0,0,0
102887,33.3158,CHEQUE,M,NO,20300,46,1,0,0,0,0,1,0,0,0,0,0
83102,48.0077,CASH,M,YES,14600,47,0,0,0,1,0,1,1,0,0,1,0
57268,25.0267,CASH,M,YES,22000,25,1,1,0,0,0,0,0,0,1,0,0
78139,48.5578,CASH,M,NO,25200,29,1,0,0,1,1,0,0,0,0,0,0
86331,45.4521,CARD,M,NO,10300,29,0,0,0,1,0,1,1,0,0,1,1
31384,37.2056,CARD,M,NO,27500,27,0,0,0,1,0,0,0,0,0,0,0
63996,13.7353,CHEQUE,F,NO,22600,23,0,0,0,1,0,0,0,0,0,1,0
99025,29.0798,CARD,M,YES,27400,42,0,1,0,0,0,0,0,0,0,0,0
95921,34.8576,CASH,F,YES,23300,43,1,0,0,0,0,0,0,1,0,0,1
99164,30.6965,CASH,M,NO,21600,26,0,0,1,0,0,0,0,0,1,0,1
